freq,nrg_cons,nrg_prc,currency,geo\TIME_PERIOD	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,KWH1000-2499,VAT,PPS,CY	0.0315 d	0.0368 	0.0395 	0.0346 	0.0392 	0.0425 	0.0653 
A,KWH1000-2499,VAT,PPS,CZ	0.0492 	0.0515 	0.0558 	0.0569 	0.0478 	0.0712 	0.0793 
A,KWH1000-2499,VAT,PPS,DE	: 	: 	0.0468 	0.0459 	0.0511 	0.0530 	0.0642 
A,KWH1000-2499,VAT,PPS,DK	0.0486 	0.0504 	0.0482 	0.0463 	0.0513 	0.0815 	0.0593 
A,KWH1000-2499,VAT,PPS,EA	: 	: 	0.0361 	0.0350 	0.0342 	0.0336 	: 
A,KWH1000-2499,VAT,PPS,EE	0.0282 	0.0299 	0.0299 	0.0290 	0.0348 	0.0481 	0.0468 
A,KWH1000-2499,VAT,PPS,EL	0.0203 	0.0232 	0.0153 	0.0116 	0.0129 	0.0168 	: 
A,KWH1000-2499,VAT,PPS,ES	0.0507 d	0.0566 d	0.0550 	0.0536 	0.0377 	0.0244 	: 
A,KWH1000-2499,VAT,PPS,EU27_2020	: 	: 	0.0372 	0.0362 	0.0363 	0.0383 	: 
A,KWH1000-2499,VAT,PPS,FI	0.0335 	0.0351 	0.0372 	0.0368 	0.0381 	0.0439 e	0.0449 
A,KWH1000-2499,VAT,PPS,FR	0.0238 	0.0243 	0.0259 	0.0272 	0.0271 	0.0293 	0.0347 
A,KWH1000-2499,VAT,PPS,HR	0.0233 	0.0248 	0.0249 	0.0250 	0.0245 	0.2005 	: 
A,KWH1000-2499,VAT,PPS,HU	0.0389 	0.0386 	0.0366 	0.0344 	0.0334 	0.0315 	0.0310 
A,KWH1000-2499,VAT,PPS,IE	0.0296 	0.0321 	0.0304 	0.0300 	0.0351 	0.0325 	: 
A,KWH1000-2499,VAT,PPS,IS	0.0220 	0.0219 	0.0217 	0.0207 	0.0213 	0.0226 	: 
A,KWH1000-2499,VAT,PPS,IT	0.0203 d	0.0210 d	0.0226 	0.0225 	0.0241 	0.0323 	0.0354 
A,KWH1000-2499,VAT,PPS,LT	0.0304 	0.0293 	0.0329 	0.0355 	0.0358 	0.0545 	0.0578 
A,KWH1000-2499,VAT,PPS,LU	0.0113 	0.0118 	0.0125 	0.0135 	0.0136 	0.0136 	: 
A,KWH1000-2499,VAT,PPS,LV	0.0402 	0.0384 	0.0407 	0.0427 	0.0418 	0.0611 	: 
A,KWH1000-2499,VAT,PPS,ME	0.0342 	0.0384 	0.0384 	0.0373 	0.0350 	0.0350 	: 
A,KWH1000-2499,VAT,PPS,MK	0.0280 	0.0265 	0.0266 	0.0274 	0.0088 	0.0102 	0.0288 
A,KWH1000-2499,VAT,PPS,MT	0.0083 	0.0081 	0.0083 	0.0081 	0.0080 	0.0081 	0.0077 
A,KWH1000-2499,VAT,PPS,NL	0.0161 	0.0190 	0.0272 	0.0082 	0.0069 	-0.0173 	: 
A,KWH1000-2499,VAT,PPS,NO	0.0288 	0.0330 	0.0330 	0.0276 	0.0374 	0.0509 	: 
A,KWH1000-2499,VAT,PPS,PL	0.0498 	0.0472 	0.0446 	0.0499 	0.0532 	0.0167 	: 
A,KWH1000-2499,VAT,PPS,PT	0.0544 	0.0554 	0.0525 	0.0492 	0.0392 	0.0415 	0.0351 
A,KWH1000-2499,VAT,PPS,RO	0.0392 	0.0404 	0.0419 	0.0441 	0.0478 	: 	: 
A,KWH1000-2499,VAT,PPS,RS	0.0269 	0.0268 	0.0266 	0.0268 	0.0291 	0.0302 	0.0323 
A,KWH1000-2499,VAT,PPS,SE	0.0334 	0.0363 	0.0383 	0.0343 	0.0406 	0.0534 	0.0459 
A,KWH1000-2499,VAT,PPS,SI	0.0426 	0.0433 	0.0437 	0.0402 	0.0446 	0.0380 	0.0402 
A,KWH1000-2499,VAT,PPS,SK	0.0375 	0.0380 	0.0386 	0.0399 	0.0384 	0.0425 	0.0464 
A,KWH1000-2499,VAT,PPS,TR	0.0313 	0.0320 	0.0325 	0.0342 	0.0315 	0.0177 	0.0178 
A,KWH1000-2499,VAT,PPS,UK	0.0083 	0.0091 	0.0099 	: 	: 	: 	: 
A,KWH2500-4999,ALLOW_OTH,EUR,AT	: 	: 	: 	: 	: 	-0.0144 e	-0.0644 e
A,KWH2500-4999,ALLOW_OTH,EUR,BE	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH2500-4999,ALLOW_OTH,EUR,CY	: 	: 	: 	: 	: 	0.0248 	0.0000 
A,KWH2500-4999,ALLOW_OTH,EUR,CZ	: 	: 	: 	: 	: 	-0.0232 	: 
A,KWH2500-4999,ALLOW_OTH,EUR,EE	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH2500-4999,ALLOW_OTH,EUR,EL	: 	: 	: 	: 	: 	0.1679 	: 
A,KWH2500-4999,ALLOW_OTH,EUR,FI	: 	: 	: 	: 	: 	0.0031 e	0.0031 
A,KWH2500-4999,ALLOW_OTH,EUR,IE	: 	: 	: 	: 	: 	0.0971 	: 
A,KWH2500-4999,ALLOW_OTH,EUR,IS	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH2500-4999,ALLOW_OTH,EUR,LI	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH2500-4999,ALLOW_OTH,EUR,LU	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH2500-4999,ALLOW_OTH,EUR,MD	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH2500-4999,ALLOW_OTH,EUR,MT	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH2500-4999,ALLOW_OTH,EUR,NL	: 	: 	: 	: 	: 	0.0165 	: 
A,KWH2500-4999,ALLOW_OTH,EUR,NO	: 	: 	: 	: 	: 	0.0894 	: 
A,KWH2500-4999,ALLOW_OTH,EUR,PL	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH2500-4999,ALLOW_OTH,EUR,RS	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH2500-4999,ALLOW_OTH,EUR,SE	: 	: 	: 	: 	: 	0.0584 	: 
A,KWH2500-4999,ALLOW_OTH,EUR,SI	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH2500-4999,ALLOW_OTH,NAC,AT	: 	: 	: 	: 	: 	: 	-0.0644 e
A,KWH2500-4999,ALLOW_OTH,NAC,BE	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH2500-4999,ALLOW_OTH,NAC,CY	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH2500-4999,ALLOW_OTH,NAC,EE	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH2500-4999,ALLOW_OTH,NAC,FI	: 	: 	: 	: 	: 	: 	0.0031 
A,KWH2500-4999,ALLOW_OTH,NAC,LI	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH2500-4999,ALLOW_OTH,NAC,MD	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH2500-4999,ALLOW_OTH,NAC,MT	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH2500-4999,ALLOW_OTH,NAC,RS	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH2500-4999,ALLOW_OTH,NAC,SI	: 	: 	: 	: 	: 	: 	0.0000 
A,KWH2500-4999,ALLOW_OTH,NAT,AT	: 	: 	: 	: 	: 	-0.0144 e	: 
A,KWH2500-4999,ALLOW_OTH,NAT,BE	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH2500-4999,ALLOW_OTH,NAT,CY	: 	: 	: 	: 	: 	0.0248 	: 
A,KWH2500-4999,ALLOW_OTH,NAT,CZ	: 	: 	: 	: 	: 	-0.5680 	: 
A,KWH2500-4999,ALLOW_OTH,NAT,EE	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH2500-4999,ALLOW_OTH,NAT,EL	: 	: 	: 	: 	: 	0.1679 	: 
A,KWH2500-4999,ALLOW_OTH,NAT,FI	: 	: 	: 	: 	: 	0.0031 e	: 
A,KWH2500-4999,ALLOW_OTH,NAT,IE	: 	: 	: 	: 	: 	0.0971 	: 
A,KWH2500-4999,ALLOW_OTH,NAT,IS	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH2500-4999,ALLOW_OTH,NAT,LI	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH2500-4999,ALLOW_OTH,NAT,LU	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH2500-4999,ALLOW_OTH,NAT,MD	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH2500-4999,ALLOW_OTH,NAT,MT	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH2500-4999,ALLOW_OTH,NAT,NL	: 	: 	: 	: 	: 	0.0165 	: 
A,KWH2500-4999,ALLOW_OTH,NAT,NO	: 	: 	: 	: 	: 	0.9140 	: 
A,KWH2500-4999,ALLOW_OTH,NAT,PL	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH2500-4999,ALLOW_OTH,NAT,RS	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH2500-4999,ALLOW_OTH,NAT,SE	: 	: 	: 	: 	: 	0.6297 	: 
A,KWH2500-4999,ALLOW_OTH,NAT,SI	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH2500-4999,ALLOW_OTH,PPS,AT	: 	: 	: 	: 	: 	-0.0126 e	-0.0574 e
A,KWH2500-4999,ALLOW_OTH,PPS,BE	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH2500-4999,ALLOW_OTH,PPS,CY	: 	: 	: 	: 	: 	0.0274 	0.0000 
A,KWH2500-4999,ALLOW_OTH,PPS,CZ	: 	: 	: 	: 	: 	-0.0286 	: 
A,KWH2500-4999,ALLOW_OTH,PPS,EE	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH2500-4999,ALLOW_OTH,PPS,EL	: 	: 	: 	: 	: 	0.2040 	: 
A,KWH2500-4999,ALLOW_OTH,PPS,FI	: 	: 	: 	: 	: 	0.0025 e	0.0025 
A,KWH2500-4999,ALLOW_OTH,PPS,IE	: 	: 	: 	: 	: 	0.0810 	: 
A,KWH2500-4999,ALLOW_OTH,PPS,IS	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH2500-4999,ALLOW_OTH,PPS,LU	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH2500-4999,ALLOW_OTH,PPS,MT	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH2500-4999,ALLOW_OTH,PPS,NL	: 	: 	: 	: 	: 	0.0142 	: 
A,KWH2500-4999,ALLOW_OTH,PPS,NO	: 	: 	: 	: 	: 	0.0637 	: 
A,KWH2500-4999,ALLOW_OTH,PPS,PL	: 	: 	: 	: 	: 	0.0000 	: 
A,KWH2500-4999,ALLOW_OTH,PPS,RS	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH2500-4999,ALLOW_OTH,PPS,SE	: 	: 	: 	: 	: 	0.0479 	: 
A,KWH2500-4999,ALLOW_OTH,PPS,SI	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,KWH2500-4999,NETC,EUR,AL	0.0000 	0.0000 	0.0000 	0.0447 e	0.0455 e	0.0623 	: 
A,KWH2500-4999,NETC,EUR,AT	0.0606 	0.0626 	0.0645 	0.0639 	0.0676 	0.0687 	0.0780 
A,KWH2500-4999,NETC,EUR,BA	0.0381 	0.0388 	0.0367 	0.0370 	0.0361 	0.0370 	0.0378 
A,KWH2500-4999,NETC,EUR,BE	0.1055 	0.1116 	0.1092 	0.1049 	0.1046 	0.0914 	0.0874 
A,KWH2500-4999,NETC,EUR,BG	0.0232 	0.0242 	0.0256 	0.0265 	0.0273 	0.0383 	0.0425 
A,KWH2500-4999,NETC,EUR,CY	0.0313 d	0.0319 	0.0320 	0.0296 	0.0272 	0.0259 	0.0311 
A,KWH2500-4999,NETC,EUR,CZ	0.0483 	0.0520 	0.0557 	0.0534 	0.0425 	0.0439 	0.0719 
A,KWH2500-4999,NETC,EUR,DE	0.0697 	0.0756 	0.0740 	0.0864 	0.0776 	0.0804 	0.0937 
A,KWH2500-4999,NETC,EUR,DK	0.0542 	0.0560 	0.0524 	0.0522 	0.0515 	0.0569 	0.0764 
A,KWH2500-4999,NETC,EUR,EA	0.0554 	0.0579 	0.0608 	0.0650 	0.0638 	0.0691 	: 
A,KWH2500-4999,NETC,EUR,EE	0.0496 	0.0501 	0.0472 	0.0474 	0.0472 	0.0518 	0.0620 
A,KWH2500-4999,NETC,EUR,EL	0.0320 	0.0265 	0.0265 	0.0263 	0.0266 	0.0270 	: 
A,KWH2500-4999,NETC,EUR,ES	0.0512 d	0.0489 d	0.0620 	0.0719 	0.0677 	0.0758 	: 
A,KWH2500-4999,NETC,EUR,EU27_2020	0.0558 	0.0570 	0.0596 	0.0619 	0.0618 	0.0671 	: 
A,KWH2500-4999,NETC,EUR,FI	0.0574 	0.0612 	0.0637 	0.0659 	0.0673 	0.0663 	0.0796 
A,KWH2500-4999,NETC,EUR,FR	0.0502 	0.0536 	0.0552 	0.0565 	0.0592 	0.0640 	0.0659 
A,KWH2500-4999,NETC,EUR,GE	: 	0.0294 	0.0163 e	0.0061 e	0.0089 e	0.0115 e	: 
A,KWH2500-4999,NETC,EUR,HR	0.0435 	0.0441 	0.0440 	0.0434 	0.0437 	0.0461 	: 
A,KWH2500-4999,NETC,EUR,HU	0.0430 	0.0422 	0.0441 	0.0438 	0.0447 	0.0499 	0.0598 
A,KWH2500-4999,NETC,EUR,IE	0.0721 	0.0780 	0.0799 	0.0950 	0.0942 	0.1025 	: 
A,KWH2500-4999,NETC,EUR,IS	0.0708 	0.0667 	0.0659 	0.0578 	0.0655 	0.0731 	: 
A,KWH2500-4999,NETC,EUR,IT	0.0369 d	0.0373 d	0.0465 	0.0432 	0.0461 	0.0576 	0.0492 
A,KWH2500-4999,NETC,EUR,LI	0.0722 	0.0907 	0.0946 	0.0963 	0.0970 	0.1057 	0.1081 
A,KWH2500-4999,NETC,EUR,LT	0.0398 	0.0421 	0.0469 	0.0548 	0.0557 	0.0539 	0.0613 
A,KWH2500-4999,NETC,EUR,LU	0.0639 	0.0754 	0.0745 	0.0797 	0.0786 	0.0784 	: 
A,KWH2500-4999,NETC,EUR,LV	0.0567 	0.0546 	0.0547 	0.0434 	0.0475 	0.0518 	: 
A,KWH2500-4999,NETC,EUR,MD	0.0352 	0.0386 	0.0376 	0.0370 	0.0330 	0.0368 	0.0489 
A,KWH2500-4999,NETC,EUR,ME	0.0427 	0.0429 	0.0431 	0.0424 	0.0422 	0.0417 	: 
A,KWH2500-4999,NETC,EUR,MK	0.0175 	0.0161 	0.0192 	0.0196 	0.0203 	0.0384 	0.0432 
A,KWH2500-4999,NETC,EUR,MT	0.0250 	0.0240 	0.0250 	0.0310 	0.0270 	0.0270 	0.0270 
A,KWH2500-4999,NETC,EUR,NL	0.0534 	0.0557 	0.0577 	0.0593 	0.0629 	0.0664 	: 
A,KWH2500-4999,NETC,EUR,NO	0.0697 	0.0737 	0.0746 	0.0689 	0.0746 	0.0790 	: 
A,KWH2500-4999,NETC,EUR,PL	0.0494 	0.0446 	0.0454 	0.0465 	0.0452 	0.0459 	: 
A,KWH2500-4999,NETC,EUR,PT	0.0519 	0.0493 	0.0479 	0.0436 	0.0421 	0.0545 	0.0537 
A,KWH2500-4999,NETC,EUR,RO	0.0416 	0.0409 	0.0418 	0.0426 	0.0426 	0.0461 	: 
A,KWH2500-4999,NETC,EUR,RS	0.0289 	0.0290 	0.0288 	0.0311 	0.0347 	0.0375 	0.0366 
A,KWH2500-4999,NETC,EUR,SE	0.0849 	0.0741 	0.0772 	0.0831 	0.0799 	0.0823 	0.0762 
A,KWH2500-4999,NETC,EUR,SI	0.0561 	0.0566 	0.0546 	0.0477 	0.0505 	0.0422 	0.0564 
A,KWH2500-4999,NETC,EUR,SK	0.0443 	0.0454 	0.0423 	0.0427 	0.0429 	0.0466 	0.0408 
A,KWH2500-4999,NETC,EUR,TR	0.0271 	0.0199 	0.0280 	0.0247 	0.0221 	0.0176 	0.0266 
A,KWH2500-4999,NETC,EUR,UA	: 	: 	: 	0.0000 	: 	: 	: 
A,KWH2500-4999,NETC,EUR,UK	0.0438 	0.0409 	0.0484 	: 	: 	: 	: 
A,KWH2500-4999,NETC,EUR,XK	0.0254 	0.0254 	0.0342 	0.0309 	0.0276 	0.0401 	0.0361 
A,KWH2500-4999,NETC,NAC,AT	: 	: 	: 	: 	: 	: 	0.0780 
A,KWH2500-4999,NETC,NAC,BA	: 	: 	: 	: 	: 	: 	0.0740 
A,KWH2500-4999,NETC,NAC,BE	: 	: 	: 	: 	: 	: 	0.0874 
A,KWH2500-4999,NETC,NAC,BG	: 	: 	: 	: 	: 	: 	0.0831 
A,KWH2500-4999,NETC,NAC,CY	: 	: 	: 	: 	: 	: 	0.0311 
A,KWH2500-4999,NETC,NAC,CZ	: 	: 	: 	: 	: 	: 	1.7485 
A,KWH2500-4999,NETC,NAC,DE	: 	: 	: 	: 	: 	: 	0.0937 
A,KWH2500-4999,NETC,NAC,DK	: 	: 	: 	: 	: 	: 	0.5698 
A,KWH2500-4999,NETC,NAC,EE	: 	: 	: 	: 	: 	: 	0.0620 
A,KWH2500-4999,NETC,NAC,FI	: 	: 	: 	: 	: 	: 	0.0796 
A,KWH2500-4999,NETC,NAC,FR	: 	: 	: 	: 	: 	: 	0.0659 
A,KWH2500-4999,NETC,NAC,HU	: 	: 	: 	: 	: 	20.3006 	22.8967 
A,KWH2500-4999,NETC,NAC,IT	: 	: 	: 	: 	: 	: 	0.0492 
A,KWH2500-4999,NETC,NAC,LI	: 	: 	: 	: 	: 	: 	0.1036 
A,KWH2500-4999,NETC,NAC,LT	: 	: 	: 	: 	: 	: 	0.0613 
A,KWH2500-4999,NETC,NAC,MD	: 	: 	: 	: 	: 	: 	0.9489 
A,KWH2500-4999,NETC,NAC,MK	: 	: 	: 	: 	: 	: 	2.6540 
A,KWH2500-4999,NETC,NAC,MT	: 	: 	: 	: 	: 	: 	0.0270 
A,KWH2500-4999,NETC,NAC,PT	: 	: 	: 	: 	: 	: 	0.0537 
A,KWH2500-4999,NETC,NAC,RS	: 	: 	: 	: 	: 	: 	4.2884 
A,KWH2500-4999,NETC,NAC,SE	: 	: 	: 	: 	: 	: 	0.8857 
A,KWH2500-4999,NETC,NAC,SI	: 	: 	: 	: 	: 	: 	0.0564 
A,KWH2500-4999,NETC,NAC,SK	: 	: 	: 	: 	: 	: 	0.0408 
A,KWH2500-4999,NETC,NAC,TR	: 	: 	: 	: 	: 	: 	0.7955 
A,KWH2500-4999,NETC,NAC,XK	: 	: 	: 	: 	: 	: 	0.0361 
A,KWH2500-4999,NETC,NAT,AL	0.0000 	0.0000 	0.0000 	5.5400 e	5.5400 e	7.2700 	: 
A,KWH2500-4999,NETC,NAT,AT	0.0606 	0.0626 	0.0645 	0.0639 	0.0676 	0.0687 	: 
A,KWH2500-4999,NETC,NAT,BA	0.0745 	0.0758 	0.0717 	0.0723 	0.0706 	0.0724 	: 
A,KWH2500-4999,NETC,NAT,BE	0.1055 	0.1116 	0.1092 	0.1049 	0.1046 	0.0914 	: 
A,KWH2500-4999,NETC,NAT,BG	0.0454 	0.0473 	0.0501 	0.0518 	0.0534 	0.0750 	: 
A,KWH2500-4999,NETC,NAT,CY	0.0313 d	0.0319 	0.0320 	0.0296 	0.0272 	0.0259 	: 
A,KWH2500-4999,NETC,NAT,CZ	1.2500 	1.3400 	1.4300 	1.4200 	1.0800 	1.0746 	: 
A,KWH2500-4999,NETC,NAT,DE	0.0697 	0.0756 	0.0740 	0.0864 	0.0776 	0.0804 	: 
A,KWH2500-4999,NETC,NAT,DK	0.4035 	0.4179 	0.3911 	0.3885 	0.3830 	0.4234 	: 
A,KWH2500-4999,NETC,NAT,EE	0.0496 	0.0501 	0.0472 	0.0474 	0.0472 	0.0518 	: 
A,KWH2500-4999,NETC,NAT,EL	0.0320 	0.0265 	0.0265 	0.0263 	0.0266 	0.0270 	: 
A,KWH2500-4999,NETC,NAT,ES	0.0512 d	0.0489 d	0.0620 	0.0719 	0.0677 	0.0758 	: 
A,KWH2500-4999,NETC,NAT,FI	0.0574 	0.0612 	0.0637 	0.0659 	0.0673 	0.0663 	: 
A,KWH2500-4999,NETC,NAT,FR	0.0502 	0.0536 	0.0552 	0.0565 	0.0592 	0.0640 	: 
A,KWH2500-4999,NETC,NAT,GE	: 	0.0882 	0.0532 e	0.0230 e	0.0324 e	0.0324 e	: 
A,KWH2500-4999,NETC,NAT,HR	0.3254 	0.3268 	0.3266 	0.3276 	0.3278 	0.3471 	: 
A,KWH2500-4999,NETC,NAT,HU	13.2973 	13.6451 	14.5385 	15.6436 	16.0512 	: 	: 
A,KWH2500-4999,NETC,NAT,IE	0.0721 	0.0780 	0.0799 	0.0950 	0.0942 	0.1025 	: 
A,KWH2500-4999,NETC,NAT,IS	8.7689 	8.7685 	9.0705 	9.2766 	9.7403 	10.4618 	: 
A,KWH2500-4999,NETC,NAT,IT	0.0369 d	0.0373 d	0.0465 	0.0432 	0.0461 	0.0576 	: 
A,KWH2500-4999,NETC,NAT,LI	0.0828 	0.1035 	0.1037 	0.1044 	0.1036 	0.1034 	: 
A,KWH2500-4999,NETC,NAT,LT	0.0398 	0.0421 	0.0469 	0.0548 	0.0557 	0.0539 	: 
A,KWH2500-4999,NETC,NAT,LU	0.0639 	0.0754 	0.0745 	0.0797 	0.0786 	0.0784 	: 
A,KWH2500-4999,NETC,NAT,LV	0.0567 	0.0546 	0.0547 	0.0434 	0.0475 	0.0518 	: 
A,KWH2500-4999,NETC,NAT,MD	0.7301 	0.7520 	0.7337 	0.7403 	0.6790 	0.7223 	: 
A,KWH2500-4999,NETC,NAT,ME	0.0427 	0.0429 	0.0431 	0.0424 	0.0422 	0.0417 	: 
A,KWH2500-4999,NETC,NAT,MK	1.0772 	0.9897 	1.1779 	1.2123 	1.2503 	2.3660 	: 
A,KWH2500-4999,NETC,NAT,MT	0.0250 	0.0240 	0.0250 	0.0310 	0.0270 	0.0270 	: 
A,KWH2500-4999,NETC,NAT,NL	0.0534 	0.0557 	0.0577 	0.0593 	0.0629 	0.0664 	: 
A,KWH2500-4999,NETC,NAT,NO	0.6604 	0.7077 	0.7433 	0.7380 	0.7575 	0.8073 	: 
A,KWH2500-4999,NETC,NAT,PL	0.2096 	0.1918 	0.1953 	0.2078 	0.2077 	0.2173 	: 
A,KWH2500-4999,NETC,NAT,PT	0.0519 	0.0493 	0.0479 	0.0436 	0.0421 	0.0545 	: 
A,KWH2500-4999,NETC,NAT,RO	0.1912 	0.1902 	0.1986 	0.2068 	0.2103 	0.2267 	: 
A,KWH2500-4999,NETC,NAT,RS	3.4511 	3.4313 	3.3881 	3.6619 	4.0827 	4.4011 	: 
A,KWH2500-4999,NETC,NAT,SE	0.8213 	0.7678 	0.8230 	0.8568 	0.8120 	0.8869 	: 
A,KWH2500-4999,NETC,NAT,SI	0.0561 	0.0566 	0.0546 	0.0477 	0.0505 	0.0422 	: 
A,KWH2500-4999,NETC,NAT,SK	0.0443 	0.0454 	0.0423 	0.0427 	0.0429 	0.0466 	: 
A,KWH2500-4999,NETC,NAT,TR	0.1168 	0.1279 	0.1784 	0.2206 	0.2528 	0.3272 	: 
A,KWH2500-4999,NETC,NAT,UA	: 	: 	: 	0.0000 	: 	: 	: 
A,KWH2500-4999,NETC,NAT,UK	0.0391 	0.0364 	0.0427 	: 	: 	: 	: 
A,KWH2500-4999,NETC,NAT,XK	0.0254 	0.0254 	0.0342 	0.0309 	0.0276 	0.0401 	: 
A,KWH2500-4999,NETC,PPS,AL	0.0000 	0.0000 	0.0000 	0.0871 e	0.0860 e	0.1134 	: 
A,KWH2500-4999,NETC,PPS,AT	0.0537 	0.0555 	0.0567 	0.0559 	0.0585 	0.0602 	0.0695 
A,KWH2500-4999,NETC,PPS,BA	0.0752 	0.0762 	0.0714 	0.0722 	0.0694 	0.0711 	0.0684 
A,KWH2500-4999,NETC,PPS,BE	0.0934 	0.0989 	0.0968 	0.0940 	0.0940 	0.0823 	0.0781 
A,KWH2500-4999,NETC,PPS,BG	0.0461 	0.0470 	0.0482 	0.0492 	0.0495 	0.0692 	0.0705 
A,KWH2500-4999,NETC,PPS,CY	0.0349 d	0.0355 	0.0353 	0.0323 	0.0297 	0.0286 	0.0341 
A,KWH2500-4999,NETC,PPS,CZ	0.0691 	0.0734 	0.0767 	0.0742 	0.0558 	0.0541 	0.0882 
A,KWH2500-4999,NETC,PPS,DE	0.0643 	0.0696 	0.0669 	0.0782 	0.0698 	0.0724 	0.0837 
A,KWH2500-4999,NETC,PPS,DK	0.0403 	0.0419 	0.0395 	0.0391 	0.0388 	0.0426 	0.0575 
A,KWH2500-4999,NETC,PPS,EA	0.0529 	0.0550 	0.0580 	0.0619 	0.0608 	0.0656 	: 
A,KWH2500-4999,NETC,PPS,EE	0.0637 	0.0629 	0.0581 	0.0591 	0.0576 	0.0632 	0.0691 
A,KWH2500-4999,NETC,PPS,EL	0.0382 	0.0318 	0.0321 	0.0318 	0.0324 	0.0328 	: 
A,KWH2500-4999,NETC,PPS,ES	0.0557 d	0.0525 d	0.0665 	0.0766 	0.0724 	0.0803 	: 
A,KWH2500-4999,NETC,PPS,EU27_2020	0.0558 	0.0569 	0.0596 	0.0621 	0.0616 	0.0717 	: 
A,KWH2500-4999,NETC,PPS,FI	0.0456 	0.0487 	0.0507 	0.0521 	0.0541 	0.0530 	0.0642 
A,KWH2500-4999,NETC,PPS,FR	0.0448 	0.0481 	0.0508 	0.0519 	0.0545 	0.0590 	0.0607 
A,KWH2500-4999,NETC,PPS,HR	0.0672 	0.0671 	0.0670 	0.0674 	0.0668 	0.5325 	: 
A,KWH2500-4999,NETC,PPS,HU	0.0671 	0.0664 	0.0682 	0.0702 	0.0692 	0.0803 	0.0906 
A,KWH2500-4999,NETC,PPS,IE	0.0623 	0.0668 	0.0665 	0.0792 	0.0798 	0.0855 	: 
A,KWH2500-4999,NETC,PPS,IS	0.0435 	0.0430 	0.0433 	0.0414 	0.0432 	0.0463 	: 
A,KWH2500-4999,NETC,PPS,IT	0.0367 d	0.0372 d	0.0467 	0.0435 	0.0470 	0.0590 	0.0513 
A,KWH2500-4999,NETC,PPS,LT	0.0617 	0.0639 	0.0699 	0.0804 	0.0801 	0.0781 	0.0815 
A,KWH2500-4999,NETC,PPS,LU	0.0517 	0.0604 	0.0591 	0.0616 	0.0616 	0.0605 	: 
A,KWH2500-4999,NETC,PPS,LV	0.0804 	0.0754 	0.0740 	0.0588 	0.0626 	0.0675 	: 
A,KWH2500-4999,NETC,PPS,ME	0.0835 	0.0836 	0.0849 	0.0841 	0.0811 	0.0810 	: 
A,KWH2500-4999,NETC,PPS,MK	0.0390 	0.0353 	0.0420 	0.0428 	0.0427 	0.0825 	0.0909 
A,KWH2500-4999,NETC,PPS,MT	0.0293 	0.0279 	0.0291 	0.0353 	0.0306 	0.0305 	0.0303 
A,KWH2500-4999,NETC,PPS,NL	0.0469 	0.0487 	0.0493 	0.0512 	0.0545 	0.0572 	: 
A,KWH2500-4999,NETC,PPS,NO	0.0465 	0.0500 	0.0511 	0.0487 	0.0523 	0.0563 	: 
A,KWH2500-4999,NETC,PPS,PL	0.0826 	0.0744 	0.0743 	0.0776 	0.0755 	0.0749 	: 
A,KWH2500-4999,NETC,PPS,PT	0.0619 	0.0585 	0.0570 	0.0512 	0.0492 	0.0637 	0.0637 
A,KWH2500-4999,NETC,PPS,RO	0.0814 	0.0772 	0.0789 	0.0809 	0.0804 	0.0878 	: 
A,KWH2500-4999,NETC,PPS,RS	0.0581 	0.0568 	0.0552 	0.0586 	0.0638 	0.0688 	0.0626 
