Month,Albania->Italy,Algeria->Spain,Algeria->Tunisia,Austria->Germany,Austria->Hungary,Austria->Italy,Austria->Slovak Republic,Austria->Slovenia,Austria->Switzerland,Belarus->Lithuania,Belarus->Poland,Belgium->France,Belgium->Germany,Belgium->Luxembourg,Belgium->Netherlands,Belgium->United Kingdom,Bulgaria->Greece,Bulgaria->North Macedonia,Bulgaria->Republic of Türkiye,Bulgaria->Romania,Bulgaria->Serbia,Croatia->Hungary,Croatia->Italy,Croatia->Liquefied Natural Gas,Croatia->Slovenia,Czech Republic->Austria,Czech Republic->Germany,Czech Republic->Poland,Czech Republic->Slovak Republic,Denmark->Germany,Denmark->Netherlands,Denmark->Poland,Denmark->Sweden,Estonia->Finland,Estonia->Latvia,Finland->Estonia,Finland->Liquefied Natural Gas,France->Belgium,France->Spain,France->Switzerland,Georgia->Republic of Türkiye,Germany->Austria,Germany->Belgium,Germany->Czech Republic,Germany->Denmark,Germany->France,Germany->Luxembourg,Germany->Netherlands,Germany->Poland,Germany->Switzerland,Greece->Albania,Greece->Bulgaria,Greece->Liquefied Natural Gas,Hungary->Austria,Hungary->Croatia,Hungary->Romania,Hungary->Serbia,Hungary->Slovak Republic,Hungary->Ukraine,"Iran, Islamic Republic->Republic of Türkiye",Italy->Albania,Italy->Austria,Italy->Slovenia,Italy->Switzerland,Latvia->Estonia,Latvia->Lithuania,Latvia->Russia,Libya->Italy,Liquefied Natural Gas->Belgium,Liquefied Natural Gas->Croatia,Liquefied Natural Gas->Finland,Liquefied Natural Gas->France,Liquefied Natural Gas->Greece,Liquefied Natural Gas->Italy,Liquefied Natural Gas->Lithuania,Liquefied Natural Gas->Netherlands,Liquefied Natural Gas->Poland,Liquefied Natural Gas->Portugal,Liquefied Natural Gas->Republic of Türkiye,Liquefied Natural Gas->Spain,Liquefied Natural Gas->United Kingdom,Lithuania->Latvia,Lithuania->Poland,Lithuania->Russia,Morocco->Spain,Netherlands->Belgium,Netherlands->Germany,Netherlands->Norway,Netherlands->United Kingdom,North Macedonia->Bulgaria,Norway->Belgium,Norway->Denmark,Norway->France,Norway->Germany,Norway->Liquefied Natural Gas,Norway->Netherlands,Norway->United Kingdom,Not Elsewhere Specified->Ukraine,Poland->Germany,Poland->Lithuania,Poland->Slovak Republic,Poland->Ukraine,Portugal->Spain,Republic of Türkiye->Bulgaria,Republic of Türkiye->Greece,Republic of Türkiye->Liquefied Natural Gas,Republic of Türkiye->North Macedonia,Romania->Bulgaria,Romania->Hungary,Romania->Moldova Republic,Romania->Ukraine,Russia->Estonia,Russia->Finland,Russia->Germany,Russia->Latvia,Russia->Republic of Türkiye,Russia->Ukraine,Serbia->Bulgaria,Serbia->Hungary,Slovak Republic->Austria,Slovak Republic->Czech Republic,Slovak Republic->Hungary,Slovak Republic->Poland,Slovak Republic->Ukraine,Slovenia->Croatia,Slovenia->Italy,Spain->France,Spain->Morocco,Spain->Portugal,Switzerland->France,Switzerland->Germany,Switzerland->Italy,Tunisia->Italy,Ukraine->Hungary,"Ukraine->Moldova, Republic",Ukraine->Poland,Ukraine->Romania,Ukraine->Slovak Republic,United Kingdom->Belgium,United Kingdom->Ireland,United Kingdom->Isle Of Man,United Kingdom->Liquefied Natural Gas,United Kingdom->Netherlands,United Kingdom->Norway
2011-04-01,0.0,220.0,1479.0,259.0,381.0,2592.0,8.0,100.0,4.0,396.0,3005.0,1255.0,515.0,44.5,479.0,0.0,195.0,9.0,889.0,0.0,1.5,0.0,22.0,0.0,0.0,5.0,2942.0,0.0,304.0,81.0,36.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,92.0,278.0,471.0,773.0,0.0,711.0,0.0,663.0,67.0,1644.0,85.0,512.0,0.0,0.0,40.5,0.0,0.0,24.0,123.0,0.0,0.0,574.0,0.0,0.0,25.0,4.0,2.0,0.0,0.0,0.0,510.0,0.0,0.0,1398.0,81.0,831.0,0.0,0.0,0.0,233.0,1745.0,1828.0,2777.0,7.0,0.0,145.0,603.0,1242.0,3416.0,5.0,581.0,0.0,664.0,27.0,1124.0,2810.0,494.0,928.0,875.0,3022.0,2446.0,0.0,0.0,0.0,0.0,0.0,64.0,1288.5,0.0,1325.0,0.0,0.0,0.0,48.0,368.0,0.0,99.0,1120.0,10297.0,61.5,0.0,3971.0,3558.0,0.0,0.0,0.0,46.0,15.0,10.0,0.0,186.0,0.0,317.0,649.0,1362.0,437.0,163.0,357.0,1585.0,7226.0,1235.0,397.0,0.0,0.0,147.0,2.0
2011-05-01,0.0,257.0,1974.0,278.0,363.0,2341.0,95.0,103.0,3.0,328.0,2833.0,1236.0,653.0,38.5,603.0,0.0,234.0,5.0,806.0,0.0,1.0,0.0,18.0,0.0,0.0,5.0,2770.0,0.0,343.0,224.0,45.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,92.0,194.0,262.0,813.0,0.0,730.0,0.0,660.0,65.0,1107.0,88.0,566.0,0.0,0.0,40.0,0.0,0.0,24.0,94.0,0.0,0.0,743.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,980.0,0.0,0.0,1393.0,80.0,849.0,0.0,0.0,0.0,194.0,1371.0,2123.0,2571.0,3.0,0.0,123.0,637.0,977.0,2175.0,15.0,613.0,0.0,806.0,48.0,675.0,2596.0,0.0,960.0,735.0,2934.0,2242.0,0.0,0.0,0.0,0.0,0.0,61.0,1495.0,0.0,1318.0,0.0,0.0,0.0,30.0,313.0,0.0,500.0,936.0,10423.0,47.0,0.0,3626.0,3248.0,0.0,0.0,0.0,55.0,8.0,10.0,0.0,306.0,0.0,347.0,645.0,1829.0,436.0,167.0,361.0,1929.0,7093.0,1122.0,383.0,0.0,0.0,169.0,1.0
2011-06-01,0.0,280.0,1714.0,326.0,330.0,1426.0,85.0,96.0,3.0,374.0,2301.0,1134.0,408.0,37.5,309.0,0.0,185.0,4.0,845.0,0.0,0.5,0.0,19.0,0.0,0.0,5.0,1749.0,0.0,299.0,231.0,18.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,97.0,286.0,212.0,872.0,0.0,583.0,0.0,513.0,62.0,1168.0,86.0,644.0,0.0,0.0,64.0,0.0,0.0,24.0,57.0,0.0,0.0,701.0,0.0,0.0,23.0,3.0,15.0,0.0,0.0,0.0,483.0,0.0,0.0,985.0,128.0,803.0,0.0,0.0,0.0,194.0,1466.5,1725.0,2112.0,16.0,0.0,145.0,917.0,1080.0,2282.0,5.0,446.0,0.0,611.0,36.0,909.0,2607.0,0.0,1173.0,523.0,3320.0,1804.0,0.0,0.0,0.0,0.0,0.0,50.0,1255.5,0.0,1257.0,0.0,0.0,0.0,6.0,232.0,0.0,488.0,736.0,8035.0,28.5,0.0,2647.0,2046.0,0.0,0.0,0.0,56.0,14.0,5.0,0.0,291.0,0.0,368.5,839.0,1566.0,332.0,169.0,333.0,1804.0,4985.0,878.0,370.0,0.0,0.0,116.0,1.0
2011-07-01,0.0,219.0,1787.0,250.0,266.0,1627.0,150.0,89.0,2.0,374.0,2404.0,1188.0,424.0,36.0,328.0,0.0,216.0,4.0,983.0,0.0,0.5,0.0,24.0,0.0,0.0,5.0,2202.0,0.0,316.0,156.0,11.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,190.0,310.0,237.0,902.0,0.0,573.0,0.0,515.0,58.0,920.0,89.0,886.0,0.0,0.0,83.0,0.0,0.0,20.0,44.0,0.0,0.0,736.0,0.0,0.0,11.0,0.0,4.0,1.0,0.0,0.0,318.0,0.0,0.0,991.0,166.0,782.0,0.0,0.0,0.0,336.0,1203.5,1802.0,1959.0,18.0,0.0,149.0,572.0,940.0,2283.0,4.0,473.0,0.0,844.0,40.0,1083.0,2317.0,221.0,1347.0,1091.0,1332.0,1959.0,0.0,0.0,0.0,0.0,0.0,57.0,1437.0,0.0,1341.0,0.0,0.0,0.0,18.0,213.0,0.0,475.0,805.0,7951.0,22.0,0.0,2523.0,2558.0,0.0,0.0,0.0,53.0,4.0,0.0,0.0,58.0,0.0,477.5,1104.0,1580.0,327.0,274.0,292.0,1386.0,5299.0,1011.0,392.0,0.0,0.0,125.0,1.0
2011-08-01,0.0,142.0,1492.0,133.0,306.0,1602.0,93.0,119.0,2.0,354.0,1896.0,1003.0,590.0,28.5,426.0,0.0,174.0,4.0,882.0,0.0,0.5,0.0,24.0,0.0,0.0,5.0,1474.0,0.0,267.0,187.0,16.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,228.0,397.0,237.0,802.0,0.0,367.0,0.0,364.0,27.0,998.0,69.0,903.0,0.0,0.0,55.5,0.0,7.0,27.0,71.0,0.0,0.0,629.0,0.0,0.0,12.0,2.0,10.0,0.0,0.0,0.0,214.0,0.0,0.0,1110.0,111.0,534.0,0.0,0.0,0.0,200.0,1318.5,1880.0,1869.0,3.0,0.0,147.0,413.0,818.0,2597.0,56.0,419.0,0.0,796.0,58.0,1188.0,2085.0,549.0,1247.0,1510.0,1328.0,1501.0,0.0,0.0,0.0,0.0,0.0,52.0,1580.5,0.0,1250.0,0.0,0.0,0.0,11.0,249.0,0.0,456.0,972.0,6743.0,35.5,0.0,2184.0,1759.0,0.0,0.0,0.0,81.0,4.0,0.0,0.0,158.0,0.0,507.0,1223.0,1318.0,391.0,274.0,280.0,1329.0,4069.0,1332.0,383.0,0.0,0.0,192.0,1.0
2011-09-01,0.0,280.0,1518.0,148.0,333.0,1937.0,45.0,110.0,3.0,364.0,2112.0,1017.0,270.0,42.0,249.0,0.0,268.0,5.0,502.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,1425.0,0.0,241.0,180.0,37.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,186.0,560.0,287.0,678.0,96.0,417.0,0.0,234.0,23.0,919.0,88.0,894.0,0.0,0.0,22.0,0.0,1.0,40.0,130.0,0.0,0.0,532.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,1029.0,44.0,640.0,0.0,104.0,0.0,240.0,1383.0,1720.0,1668.0,0.0,0.0,135.0,924.0,864.0,2186.0,9.0,573.0,0.0,837.0,51.0,1194.0,2195.0,453.0,1244.0,1029.0,2397.0,1763.0,0.0,0.0,0.0,11.0,0.0,57.0,1399.0,0.0,979.0,0.0,0.0,0.0,24.0,246.0,0.0,404.0,1278.0,6604.0,65.0,0.0,2490.0,1610.0,0.0,0.0,0.0,68.0,4.0,5.0,0.0,208.0,0.0,502.5,1358.0,1344.0,477.0,412.0,329.0,1086.0,4044.0,661.0,345.0,0.0,0.0,245.0,1.0
2011-10-01,0.0,272.0,1363.0,402.0,316.0,2557.0,0.0,139.0,5.0,394.0,2714.0,1376.0,436.0,61.5,475.0,0.0,259.0,9.0,938.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1326.0,69.0,170.0,58.0,129.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,275.0,191.0,211.0,633.0,0.0,629.0,0.0,389.0,33.0,698.0,90.0,441.0,0.0,0.0,22.0,0.0,0.0,44.0,271.0,0.0,0.0,794.0,0.0,0.0,25.0,6.0,0.0,0.0,0.0,80.0,242.0,0.0,0.0,1035.0,44.0,679.0,0.0,107.0,0.0,127.0,1451.0,1629.0,1856.0,4.0,0.0,155.0,786.0,1211.0,3089.0,112.0,718.0,0.0,848.0,58.0,1285.0,2459.0,188.0,1330.0,1562.0,2498.0,2229.0,0.0,0.0,0.0,0.0,0.0,56.0,1472.0,0.0,1385.0,0.0,0.0,0.0,46.0,266.0,0.0,217.0,1284.0,7815.0,135.5,0.0,3400.0,1657.0,0.0,0.0,0.0,72.0,18.0,0.0,0.0,265.0,0.0,276.5,460.0,1234.0,581.0,400.0,317.0,1511.0,4674.0,1386.0,353.0,0.0,0.0,350.0,1.0
2011-11-01,0.0,256.0,1394.0,433.0,414.0,2720.0,0.0,168.0,7.0,490.0,2511.0,1409.0,391.0,78.5,571.0,0.0,295.0,14.0,1138.0,0.0,0.0,0.0,21.0,0.0,0.0,5.0,2123.0,74.0,108.0,30.0,155.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,250.0,216.0,337.0,395.0,0.0,1163.0,27.0,500.0,64.0,842.0,91.0,511.0,0.0,0.0,22.0,0.0,18.0,122.0,312.0,0.0,0.0,742.0,0.0,0.0,31.0,11.0,34.0,0.0,137.0,421.0,384.0,0.0,0.0,1051.0,44.0,699.0,0.0,39.0,0.0,194.0,1680.5,1508.0,1232.0,0.0,0.0,204.0,738.0,1399.0,3712.0,8.0,778.0,0.0,1176.0,48.0,1468.0,2523.0,526.0,1171.0,2539.0,2385.0,1854.0,0.0,0.0,0.0,0.0,0.0,63.0,1889.0,0.0,1677.0,0.0,0.0,0.0,23.0,319.0,255.0,0.0,1369.0,9808.0,156.0,0.0,3808.0,2064.0,0.0,0.0,0.0,82.0,18.0,0.0,0.0,170.0,0.0,314.0,475.0,1224.0,620.0,372.0,332.0,1724.0,6159.0,1043.0,337.0,0.0,0.0,290.0,1.0
2011-12-01,0.0,241.0,1624.0,441.0,443.0,2234.0,6.0,176.0,7.0,583.0,2368.0,1048.0,242.0,84.0,374.0,0.0,272.0,21.0,1355.0,0.0,0.5,0.0,26.0,0.0,0.0,5.0,2117.0,79.0,118.0,0.0,93.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,274.77777777777777,399.0,356.0,243.0,94.0,1129.0,0.0,676.0,66.0,1167.0,71.0,951.0,0.0,0.0,67.0,0.0,38.0,65.0,303.0,0.0,0.0,787.0,0.0,0.0,32.0,14.0,48.0,0.0,134.0,496.0,337.0,0.0,0.0,875.0,134.0,777.0,0.0,78.0,0.0,284.0,1867.5,1825.0,1621.0,0.0,0.0,223.0,751.0,1526.0,5086.0,15.0,929.0,0.0,1245.0,44.0,1592.0,2441.0,550.0,1493.0,2714.0,2489.0,1787.0,0.0,0.0,0.0,0.0,0.0,72.0,1899.5,0.0,1899.0,0.0,0.0,0.0,20.0,342.0,394.0,0.0,1448.0,9652.0,151.5,0.0,3345.0,2113.0,0.0,0.0,0.0,94.0,18.0,17.666666666666668,0.0,108.88888888888889,0.0,537.5,1056.0,1404.0,729.0,340.0,231.0,1985.0,5678.0,375.0,401.0,0.0,0.0,127.0,1.0
2012-01-01,0.0,297.0,2644.0,414.0,445.0,2366.0,0.0,178.0,9.0,598.0,2101.0,1433.0,189.0,100.5,373.0,0.0,313.0,28.0,1361.0,0.0,0.5,0.0,52.0,0.0,0.0,0.0,2421.0,79.0,0.0,4.0,100.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,273.7,341.0,367.0,421.0,326.0,1093.0,19.0,946.0,57.0,1281.0,127.0,813.0,0.0,0.0,87.0,0.0,22.0,65.0,284.0,0.0,0.0,812.0,0.0,0.0,32.0,15.0,79.0,0.0,142.0,520.0,343.0,0.0,0.0,871.0,174.0,752.0,0.0,115.0,0.0,272.0,2000.5,2011.0,1205.0,0.0,0.0,224.0,880.0,2005.0,5448.0,5.0,997.0,0.0,1301.0,63.0,1662.0,2858.0,367.0,1429.0,2867.0,2480.0,1512.0,0.0,0.0,0.0,3.9,0.0,41.0,2502.5,0.0,1968.0,0.0,0.0,0.0,14.0,403.0,783.0,0.0,1468.0,9050.0,142.0,0.0,3321.0,1998.0,0.0,0.0,0.0,79.0,18.0,0.0,0.0,207.8,0.0,499.0,841.0,2374.0,569.0,196.0,320.0,2063.0,5586.0,160.0,403.0,0.0,0.0,185.0,1.0
2012-02-01,0.0,336.0,2588.0,792.0,400.0,2595.0,0.0,204.0,10.0,630.0,2630.0,1378.0,120.0,112.0,251.0,0.0,268.0,34.0,1144.0,0.0,0.5,0.0,15.0,0.0,0.0,0.0,2190.0,73.0,0.0,21.0,93.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,245.1,440.0,367.0,441.0,345.0,1797.0,6.0,917.0,66.0,1100.0,131.0,1129.0,0.0,0.0,108.5,0.0,68.0,60.0,302.0,0.0,0.0,682.0,0.0,0.0,33.0,15.0,86.0,0.0,175.0,548.0,276.0,0.0,0.0,943.0,217.0,634.0,0.0,185.0,0.0,154.0,1713.0,1971.0,1182.0,0.0,0.0,224.0,943.0,2122.0,5424.0,4.0,1001.0,0.0,1246.0,55.0,1575.0,2468.0,447.0,1649.0,2688.0,3588.0,2051.0,0.0,0.0,0.0,4.7,0.0,14.0,2468.0,0.0,1724.0,0.0,0.0,0.0,19.0,459.0,817.0,0.0,1370.0,8388.0,151.0,0.0,3429.0,1224.0,0.0,0.0,0.0,98.0,16.0,1.0,0.0,257.4,0.0,656.0,1210.0,2448.0,657.0,139.0,334.0,2062.0,4761.0,291.0,361.0,0.0,0.0,214.0,1.0
2012-03-01,0.0,347.0,2189.0,321.0,429.0,1710.0,0.0,157.0,6.0,536.0,2622.0,1190.0,305.0,83.0,258.0,0.0,271.0,30.0,1231.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1565.0,78.0,0.0,0.0,89.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,273.9,317.0,355.0,748.0,95.0,1816.0,8.0,431.0,56.0,1170.0,130.0,701.0,0.0,0.0,61.5,0.0,19.0,60.0,184.0,0.0,0.0,794.0,0.0,0.0,33.0,8.0,32.0,0.0,121.0,502.0,138.0,0.0,0.0,1058.0,123.0,779.0,0.0,54.0,0.0,124.0,1991.0,1407.0,1219.0,0.0,0.0,214.0,896.0,1481.0,4680.0,10.0,914.0,0.0,1332.0,41.0,1670.0,3103.0,534.0,1466.0,2263.0,2333.0,2078.0,0.0,0.0,0.0,9.3,0.0,55.0,2266.5,0.0,1763.0,0.0,0.0,0.0,41.0,362.0,873.0,0.0,1395.0,6630.0,92.0,0.0,2652.0,544.0,0.0,0.0,0.0,85.0,25.0,0.0,0.0,256.6,0.0,442.0,773.0,2054.0,468.0,162.0,287.0,2010.0,3428.0,429.0,380.0,0.0,0.0,188.0,1.0
2012-04-01,0.0,237.0,2216.0,262.0,380.0,1816.0,3.0,129.0,5.0,374.0,3108.0,1059.0,270.0,76.0,177.0,0.0,132.0,4.0,831.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,2714.0,75.0,0.0,75.0,93.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,295.9,234.0,207.0,798.0,44.0,1464.0,0.0,890.0,58.0,1871.0,122.0,602.0,0.0,0.0,39.5,0.0,12.0,51.0,130.0,0.0,0.0,753.0,0.0,0.0,20.0,8.0,24.0,0.0,38.0,583.0,139.0,0.0,0.0,774.0,79.0,762.0,0.0,30.0,0.0,90.0,1367.5,1691.0,1784.0,0.0,0.0,148.0,680.0,1262.0,3904.0,5.0,829.0,0.0,1152.0,59.0,1550.0,2983.0,450.0,1278.0,1351.0,2063.0,2581.0,0.0,0.0,0.0,3.3,0.0,61.0,1818.5,0.0,1150.0,0.0,0.0,0.0,23.0,278.0,468.0,86.0,1063.0,7518.0,65.0,0.0,2646.0,2107.0,0.0,0.0,0.0,67.0,17.0,0.0,0.0,248.6,0.0,400.5,650.0,2105.0,544.0,162.0,329.0,1402.0,4987.0,587.0,382.0,0.0,0.0,253.0,0.0
2012-05-01,0.0,288.0,1976.0,195.0,368.0,1482.0,17.0,139.0,3.0,288.0,2800.0,1129.0,242.0,60.0,169.0,0.0,166.0,2.0,669.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2306.0,14.0,0.0,165.0,89.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,306.5,252.0,196.0,822.0,83.0,1754.0,0.0,928.0,51.0,1532.0,118.0,635.0,0.0,0.0,35.5,0.0,12.0,32.0,121.0,0.0,0.0,749.0,0.0,0.0,21.0,4.0,0.0,15.0,0.0,535.0,113.0,0.0,0.0,610.0,71.0,745.0,0.0,14.0,0.0,86.0,1566.0,1375.0,1443.0,0.0,0.0,125.0,890.0,1144.0,3158.0,118.0,611.0,0.0,1115.0,61.0,1445.0,2787.0,186.0,1235.0,1414.0,2131.0,2204.0,0.0,0.0,0.0,2.5,0.0,60.0,1776.0,0.0,1046.0,0.0,0.0,0.0,29.0,231.0,1069.0,463.0,995.0,6250.0,60.5,0.0,2294.0,1147.0,0.0,0.0,0.0,93.0,18.0,0.0,0.0,226.0,0.0,411.5,752.0,1850.0,467.0,169.0,373.0,1368.0,3814.0,489.0,407.0,0.0,0.0,245.0,0.0
2012-06-01,0.0,254.0,1715.0,227.0,358.0,1545.0,24.0,129.0,3.0,346.0,2222.0,1094.0,232.0,49.0,234.0,0.0,165.0,2.0,1025.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1350.0,12.0,0.0,156.0,91.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,296.4,214.0,297.0,898.0,0.0,1550.0,0.0,506.0,51.0,1281.0,49.0,633.0,0.0,0.0,27.0,0.0,12.0,27.0,103.0,0.0,0.0,317.0,0.0,0.0,19.0,3.0,0.0,0.0,0.0,481.0,105.0,0.0,0.0,743.0,54.0,567.0,0.0,17.0,0.0,91.0,1335.0,1300.0,1147.0,0.0,0.0,148.0,897.0,1512.0,2795.0,16.0,497.0,0.0,1082.0,56.0,1282.0,2939.0,363.0,1080.0,1128.0,3048.0,1664.0,0.0,0.0,0.0,1.8,0.0,51.0,1526.5,0.0,1437.0,0.0,0.0,0.0,21.0,209.0,1063.0,505.0,1163.0,5758.0,51.5,0.0,2210.0,317.0,0.0,0.0,0.0,86.0,17.0,0.0,0.0,221.6,0.0,411.5,746.0,1531.0,495.0,176.0,339.0,1754.0,2934.0,342.0,359.0,0.0,0.0,366.0,1.0
2012-07-01,0.0,196.0,1749.0,209.0,366.0,1867.0,1.0,129.0,2.0,354.0,2441.0,1233.0,315.0,49.5,413.0,0.0,197.0,2.0,1064.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,1953.0,12.0,0.0,183.0,43.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,291.9,189.0,265.0,872.0,0.0,1988.0,0.0,710.0,47.0,684.0,51.0,747.0,0.0,0.0,50.5,0.0,12.0,31.0,94.0,0.0,0.0,741.0,0.0,0.0,19.0,3.0,6.0,0.0,7.0,473.0,98.0,0.0,0.0,568.0,101.0,493.0,0.0,50.0,0.0,246.0,1582.5,1606.0,747.0,0.0,0.0,149.0,474.0,1448.0,2437.0,3.0,513.0,0.0,1009.0,48.0,1218.0,3094.0,124.0,1236.0,1682.0,2774.0,1979.0,0.0,0.0,0.0,1.3,0.0,60.0,1719.0,0.0,1399.0,0.0,0.0,0.0,17.0,187.0,892.0,311.0,1118.0,6128.0,47.0,0.0,2663.0,645.0,0.0,0.0,0.0,86.0,16.0,0.0,0.0,120.6,0.0,468.0,847.0,1489.0,330.0,237.0,274.0,1470.0,3838.0,925.0,347.0,0.0,0.0,340.0,0.0
2012-08-01,0.0,171.0,0.0,116.0,359.0,1811.0,16.0,134.0,2.0,405.0,2115.0,1201.0,402.0,39.0,435.0,0.0,133.0,2.0,737.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,1600.0,12.0,19.0,91.0,57.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,239.9,199.0,126.0,634.0,0.0,1863.0,0.0,885.0,35.0,565.0,105.0,735.0,0.0,0.0,64.0,0.0,17.0,40.0,96.0,0.0,0.0,768.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,522.0,215.0,0.0,0.0,642.0,128.0,345.0,0.0,32.0,0.0,241.0,1728.5,1630.0,1727.0,13.0,0.0,154.0,381.0,1423.5,2561.0,4.0,400.0,0.0,905.0,42.0,1251.0,3059.0,462.0,1187.0,731.0,2684.0,1664.0,0.0,0.0,0.0,3.3,0.0,48.0,958.0,0.0,996.0,0.0,0.0,0.0,19.0,217.0,1035.0,510.0,1103.0,5478.0,48.0,0.0,2666.0,328.0,0.0,0.0,0.0,86.0,15.0,0.0,0.0,133.6,0.0,458.0,858.0,943.0,257.0,342.0,267.0,1128.0,3637.0,1058.0,375.0,0.0,0.0,373.0,0.0
2012-09-01,0.0,222.0,1007.0,249.0,323.0,1899.0,3.0,137.0,3.0,370.0,2447.0,1081.0,43.0,54.5,196.0,0.0,134.0,3.0,1041.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,2194.0,13.0,0.0,96.0,35.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,259.8,145.0,315.0,801.0,0.0,1761.0,11.0,828.0,24.0,724.0,106.0,750.0,0.0,0.0,64.5,0.0,12.0,23.0,115.0,0.0,0.0,668.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,526.0,320.0,0.0,0.0,572.0,129.0,635.0,0.0,105.0,0.0,227.0,1548.0,1707.0,710.0,7.0,0.0,141.0,407.0,1639.0,2288.0,5.0,211.0,0.0,801.0,42.0,771.0,2347.0,464.0,1047.0,1105.0,3057.0,1925.0,0.0,0.0,0.0,2.6,0.0,53.0,1206.0,0.0,1308.0,0.0,0.0,0.0,25.0,258.0,914.0,493.0,1028.0,6476.0,57.5,0.0,2927.0,938.0,0.0,0.0,0.0,94.0,11.0,0.0,0.0,154.2,0.0,411.5,771.0,806.0,343.0,351.0,173.0,1419.0,4375.0,235.0,352.0,0.0,0.0,95.0,0.0
2012-10-01,0.0,348.0,1375.0,540.0,358.0,1982.0,5.0,142.0,5.0,406.0,2840.0,1428.0,16.0,76.0,363.375,267.0,200.0,4.0,657.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,2005.0,78.0,0.0,15.0,115.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,351.125,16.0,302.0,684.0,206.0,1857.0,11.0,644.0,44.0,736.0,60.0,493.0,0.0,0.0,21.0,0.0,28.0,38.0,160.0,0.0,0.0,445.0,0.0,0.0,3.0,7.0,5.0,0.0,0.0,654.0,223.0,0.0,0.0,921.0,42.0,425.0,0.0,69.0,0.0,213.0,1811.5,1476.0,451.0,0.0,0.0,156.0,781.0,2328.0,2968.0,7.0,665.0,0.0,1186.0,60.0,1261.0,2594.0,507.0,1451.0,2374.0,3115.0,2240.0,0.0,0.0,0.0,72.5,0.0,64.0,1731.0,0.0,995.0,0.0,0.0,0.0,42.0,299.0,987.0,162.0,1066.0,6332.0,80.0,0.0,3035.0,876.0,0.0,0.0,0.0,77.0,1.0,115.25,0.0,292.0,0.0,322.5,298.0,1237.0,338.0,379.0,291.0,1126.0,4378.0,0.0,379.0,0.0,0.0,162.0,0.0
2012-11-01,0.0,362.0,1783.0,531.0,382.0,1920.0,0.0,167.0,7.0,488.0,3190.0,1126.0,11.0,90.5,416.0,541.0,137.0,8.0,1113.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,1485.0,76.0,196.0,0.0,120.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,451.0,0.0,206.0,231.0,314.0,2139.0,56.0,441.0,45.0,1174.0,64.0,610.0,0.0,0.0,62.0,0.0,30.0,31.0,186.0,0.0,0.0,700.0,0.0,0.0,6.0,11.0,59.0,0.0,89.0,575.0,168.0,0.0,0.0,857.0,124.0,601.0,0.0,100.0,0.0,110.0,1962.5,1606.0,838.0,0.0,0.0,207.0,859.0,2227.0,4215.0,5.0,815.0,0.0,1164.0,57.0,1265.0,2666.0,303.0,1505.0,2683.0,2546.0,2541.0,0.0,0.0,28.0,8.0,0.0,38.0,2044.5,0.0,1419.0,0.0,0.0,0.0,3.0,325.0,934.0,0.0,1127.0,6031.0,93.0,0.0,3237.0,17.0,0.0,0.0,0.0,92.0,0.0,203.0,0.0,493.0,0.0,387.5,343.0,1669.0,462.0,431.0,378.0,1603.0,3158.0,0.0,381.0,0.0,0.0,167.0,0.0
